label,review
1,我呼吸不畅，鼻子受堵，喉咙开始疼痛..然后一阵紧张，想起了数日前去翁家山喝茶时下车遭遇一群开心的鸡鸭围攻..然后又一阵紧张，想起了近来饭局多多，常与各路友人密切接触..........然后，醒了，发现天黑了，饿了。[哈哈]
1,[嘻嘻] @无须豆蔻 博客写滴好不说，片片拍滴真漂亮[赞]
0,判终身都不为过[怒] //@狗狗天天见:[心]人的一生会有很多时刻，但是值得珍藏的总在不经意的瞬间。感谢催泪图片，每一天，每一次都给我们的催泪感动
0,[弱][怒骂]//@Chris刘天成: 好吧 就算超了载 超载的货物没能压垮运货的车 却压坏了一座桥！
0,吾真心切伐消[抓狂][偷笑]
0,【3D示意?之快?包裹】 中?那?黑漆漆的是ip5... [抓狂] ??的小青年?是?做奇怪的事情...
0,@索南彭措2012 太可惜了[泪][泪][泪]
1,果然同是喵星人爱好者，今天收到@潘潘猫 同学的新书“幸福，私厨定制”时碰巧也穿着猫咪衣服。一本书都是暖暖的家常味道，简简单单，清新美味，我想女生们要是都有如此好手艺，肯定会特别幸福吧[爱你]
0,……@乡村//@Pete三姑丈: [泪][泪][泪] //@李艾:曾经见到一个因为肺癌刚去世年轻人的母亲，一个劲要求医生把儿子的遗体移回病房，说:那房间太冷了，他怕冷，要不，能多要两床被子吗，真的太冷了！[泪][泪][泪] //@徐蕴芸:泪奔[泪][泪][泪]
1,又到了喝下午茶的时间了！[嘻嘻]我感觉必胜客是不是可以推出这个杏仁泡芙球[偷笑]
0,这个无良的人@不败不行的candy 要弃我而去，还让我给她拍照[抓狂][抓狂]留念，看看这个阿拉伯鼻炎过敏人照[吃惊][酷][偷笑]
1,遇见是一种幸福！ //@一面之缘:[哈哈]欢迎再次相遇哦
1,?丝的逆袭，有时候机会也会在意想不到的时候出现。[哈哈]
1,[亲亲][心]
0,我等得心痒，[抓狂]2011年五月现场录像，只录一场，腰有伤，打了3针“可的松”止痛，下场后腰没了感觉，不知道咋么熬过来的。
1,广伟中大奖，要请吃饭啊@陈广伟  //@paisleyliu:点行年会，[爱你] // @连长 :点行，真的很行！2012，共同进步！ //  @御姐GIGI  :欢乐啊 今晚 这一年很忙很快乐
1,【幸福10大表现】1、拍照片喜欢露牙齿2、旅游纪念品摆放在桌子上3、享受读书4、走在路上忽然发笑5、再忙也要运动6、爱收拾自己的小空间7有两个交心的朋友8、心里甜蜜地想着一个人9、早晨起床后感觉一身轻松10、爱品茶或红酒。有4条以上，内心就是幸福的。沃阁哥表示，在沃阁，每天都很幸福[嘻嘻]
0,医生说小黑可能是病毒，也可能是先天不足，能养多大是多大[泪]个头太小没法治……小黑咱们创造奇迹好不……
1,《好运》招人中…[嘻嘻]
0,可  以  让  我  早  点  困  吗  ？?[抓狂]
0,#隐泉之语# 最后一桌，人家都下班了，我刚吃完了，发呆ing [失望][失望] 感冒难受啊！怎么办？回家洗洗睡了。
0,回复@amor27:好邻居也想找人埋单[泪] //@amor27:嘻嘻 让好邻居请你@李小妮 //@amor27: @王?家的麦麦 就是我上次跟你讲过的上流旅行团 多好的新年情人节礼物啊
1,回复@迷人的想法:已经到货了，正在发货 //@迷人的想法:呀！真精美！请问社长，什么时候面世啊？ //@俞晓群:贫嘴[哈哈] //@风乘_书与人:真是美！林语堂著，丰子恺插图，吴光前设计，俞晓群出品。都是大师[good][嘻嘻] //@水上书: 精装《开明英文读本》三册
1,@Chelsea任奇志  //@北京京剧院官方微博:也感谢您对北京京剧院的支持和关注！我们会继续为戏迷朋友们送去更多好戏大戏！[爱你] //@梁艳艳律师:刚看了整出的（穆桂英挂帅不愧为梅派嫡传，唱功余音绕梁。饰演佘太君的演员丹田气力也超级足。再次感谢这样的“每周一星“送大戏下基层活动，演员们辛苦啦
1,杨桃小盆友们最兴奋的时刻之一[嘻嘻]
0,遇到无赖的解决办法就是――比无赖更无赖！[怒]
1,下午拜访@UTC行家 ，进门就看到@行者梦野 为@Wenger旅行装备 代言的大海报，说不定很快也能看到@在路上-手机旅行应用 的定制版旅行装备了。[嘻嘻] @Vihike
0,可孤独就很难忍忍就过去了[泪]
0,被傅童鞋的147晃点了[晕][汗]
1,[鼓掌]@三摩地大掌柜的 @徐行坊小掌柜的 @东方美静静 @东方美的小岑香  //@谢一源国学:回复@丽水蓝天Jin:吃全素一年，换黄色的床单，被罩，枕巾。每天在家中正北方燃＂北方香＂！ //@丽水蓝天Jin:谢老师您好！我家现在有高血压病人，请问在哪个方位燃香最佳。谢谢老师！@谢一源国学
1,#早安西江#【怎么吃早餐最养胃】1.吃热：早晨摄入冰冷饮食会影响微循环，导致血流不畅。2.合理搭配：牛奶、豆浆任选其一，谷类食品能纠正低血糖现象，鸡蛋、豆制品、瘦肉让人不易饥饿，果蔬提供丰富维生素和膳食纤维。3.多摄取碱性食物。小西[抱抱]提醒各位亲们，要注意早餐饮食哟[亲亲]
1,今晚吃了?碗半的燕?，明早皮?一定?滑。[哈哈][哈哈][哈哈]
0,我们总是在向往自由和被期待之间纠结[抓狂]?[羞嗒嗒]
0,多了不说，留他条命吧！[泪]
1,回复@海伦杨小姐:穆特休斯是我在德国留学的那所学校的名字，而这个名字也是学校为了纪念德意志制造同盟的创始人:穆特休斯，而德意志制造同盟则是德国包豪斯的前身，奠定了现代设计的基础[爱你]不过我们的穆特休斯花园倒是没有半点包豪斯的风格[馋嘴] //@海伦杨小姐:为什么叫穆特修斯花园？求专业解答
0,陪着@coco萱萱 一天没吃饭，[衰][衰][衰] 饿得要命。我能吞下一头狮子。[汗][汗][哼][哼] 她死活要吃必胜客，我俩是不是点多了？[奥特曼][奥特曼][挖鼻屎][挖鼻屎]
0,#我为长城添块砖# 山海关城砖上的＂砖雕＂到此一游，几乎每一块砖上都被全国各地的游客刻上了名字，先公布第一批。 [怒] @河北省旅游局 @秦皇岛市旅游局 @山海关旅游局 @新浪河北旅游
0,?!!???(((((∑(°Д° )))))??? ??[抓狂]你刺激我！[好?]
1,普通码工 这其实和职业无关 即便打零工 只要有驿动的心肯定还是会走世界//@九万里而南:请问您是从事什么职业的？太让人羡慕了。可以经常带咪旅行真是人生一大幸事啊。//@咪游记:偶尔[嘻嘻]
1,一边做，一边学习，百看不厌，好多等做的菜谱[嘻嘻]@新西兰鬼马主厨Jason
0,"5s第一次抗摔测试，高度100cm,结果：安然无恙[悲伤]"
0,什么毒苹果，什么许仙，什么托塔神僧，我整个人都凌乱了……[晕]
0,回复 @欢乐熙杨:还说稳步增加体重，现在看来不可能了，你当时都吃什么啊，我现在就吃馒头不吐[失望]天天拿它垫底 //@欢乐熙杨:瘦不要紧，放心，不会影响他发育的。
1,"今天全家要自驾游了,小狗狗只好委托给别人,希望我们一路顺利!希望我的朋友们节日开心![哈哈]"
0,没法判断哪个会疼哪个会氧[泪]
0,[泪]这世界没有如果[泪]
0,"尽管数字出版需要赢利,但通过这种""浅阅读""的赢利总感觉有点不舒服!况且中国移动还这么NB,真有种被""逼良为娼""的感觉[抓狂]"
1,看到了曾经的我[嘻嘻] 我在:http://t.cn/zlSAvxJ
1,[哈哈]加油！//@新农人小许:深表认同！
1,#北京去哪吃#老字号小店【炒肝赵记】藏在沙子口斜街中，店里都是老食客。招牌炒肝碗虽不大，但料足货多，肠很干净吃着滑溜溜；大片的肝也是香嫩入味。就着两个包子，听着满堂的京腔，别有一番滋味！[太开心]
0,回复@就不跟你玩儿:厨子很生气，老板儿很开心，隔壁的童子很强悍[衰] //@就不跟你玩儿:坚决支持把店吃垮！[拳头]
1,"#吃遍全球##镜头中的味道#【南瓜蛋挞】1.南瓜洗净切块;2.微波炉加工熟,碾成泥;3.加鸡蛋.低筋面粉搅拌匀;4.加糖粉搅拌匀;5.加奶粉搅拌匀;6.饼糊倒入蛋挞托中;7.烤盘置于烤箱中层,170度,10分钟烘焙;8.晾凉即可享用~除了缺乏蛋挞皮的酥脆,很有蛋挞的口感与口味哦~[太开心]"
0,神呐！还有比我更蠢的吗？咖啡+酸奶！想想就不是个好味道，我还喝了一口！[泪][泪][吃惊]@@厦门的玲子  @令狐冲高  @浣熊小胖子
0,这一天，四点到五点喂奶，正准备睡觉，六点有人开我家门，惊魂未定，七点老公手机闹钟响，不听不关吵到八点，正准备睡，娃又饿了，喂奶到正有困意，八点半老公进来说话，娃醒了，刚哄睡，九点阿姨按门铃上班了[泪][失望][委屈][可怜]
1,"中国作家有望组团参加诺奖评选了[太开心]  @相忘于江湖的木木 @阿嚏猫 @CCTV读书 //@朱大平:针对许大作家等一流作家,我们准备的大餐是:1,用200美元/千字的代价翻译成英文;2,在纽约召开出版研讨会;3,全球排名前10的大媒体发稿;推广4,美国和英联邦1000家大型书店展销,总投资50万美元以上,如何?//@许开祯"
1,我觉得吧，批判中医的人似乎也总是用不科学的方法来证明中医是不科学的。//@酷拉皮卡: [嘻嘻]这张图太棒了，说出了我的心声//@赵行德: 回复 @吃皮小生:一，你承认中医不科学了，这很好，有继续讨论基础了；二，你认为应该如何确认疗效？是根据个别患者自述，还是大规模双盲试验？或者别的什么方法？
0,//@导演高晓舰:千里迢迢运到美国的东西竟然比国内便宜得多，难道我们真是”人傻钱多”？拿着拼老命赚的大白菜的工资，装逼消费着奢侈品般的价格，打肿脸充胖子爱做冤大头的?丝国人，抢劫集团不坑你坑谁！[抓狂][怒]
1,回复@小特务1203:哎呀，你没看过更幸福的，C罗当年加盟皇马的仪式上，他从主席台上下去后就冲着一个熟悉的女记者走过去，然后很自然地拥抱接吻之类的，我更希望我是那个女记者哈[嘻嘻] //@小特务1203:转发此微博:你不希望递水的是你吗？? //@小丽贝尔:无 //@小丽贝尔:转发微博。
1,[可爱]那个年代的人自有一番风度，与现在不太一样。
0,9:30坐五号线的人不懂7:30的痛苦   //@oo小蜜蜂：[衰] //@iSunshow：//@_bblue:nb....// @熊yii ：突然觉得一号线还是不错的…// @围观所有人 :宇宙中心。。。之一
0,酒店房间不能收看中央5套，只能从网上关注奥运赛事了！[悲伤] @道源圣城
1,这就是所谓的大片首映[哈哈] //@Michael-Dentist: 杭州同事捷足先登了～～[哈哈] //@杭州瑞尔齿科微博: //@瑞尔林浩:[鼓掌]欢迎杭州的医生过来交流，时间是明天下午三点，瑞尔齿科杭州诊所，欧美中心商业街二楼 //@endo苑士良: 明天下午，在杭州瑞尔齿科先讲一次吧@杭州瑞尔齿科微博
0,下午准备带妈妈出门转转 [耶] 。明天又要出门了，每次连续的外出 心里都感到对妈妈有深深的歉疚 ，她一个人很闷的??却很少向我抱怨[失望]。 『许个愿：[蜡烛]祝妈妈健康长寿！[心][爱你][手套][温暖帽子]』
1,找点开心的[可爱]
1,这东西今天喝了三杯，还没腻[馋嘴]，看清楚哦，8美刀[嘻嘻]
0,可不可以因为感情分而喜欢一部作品？算不算没节操？[晕][晕]
0,//@石小杰微博: 可爱的孩子们舍己救人值得学习![泪][泪][泪][泪][蜡烛][蜡烛][蜡烛][蜡烛]
1,肯定不够，都他妈吃货 //@慕睿衡: 看来二十斤不够了。。。。。//@雷雅淇_静: 必须滴~[馋嘴][酷][哈哈] //@嘉睿W:雷老师，一定要陪我吃到最后啊//@雷雅淇_静: 仗义~[爱你][爱你][爱你]
1,#冬季萌物#冬季卖萌利器，用这个来打脸也是很酥服的！[嘻嘻][嘻嘻][嘻嘻]
1,氛围搞起来[哈哈][哈哈] //@KiSsC帆:我们的圣诞[哈哈][哈哈]
1,"回复@33你个圈圈:素材比1：10？说明领导对你不放心唉。怎么没叫我注意的啊[哈哈][哈哈] //@33你个圈圈:TMD,黑框不知道谁后来打的!!!我说的是那些画..."
1,回复@菲菲的粉:??。//@菲菲的粉:蔡生，就是想说你很帅，嘿嘿！超级喜欢你的粉丝女！[爱你][爱你][爱你]
0,我是晕车还没缓过来么？怎么还觉得头晕恶心目眩呢？[晕]真烦！
1,冰雪不语寒夜的你那难掩的光彩！~[哈哈]//@洛阳城事儿:成熟迷人//@淡如茶的茶园: 曾经的四大天王现在越发的成熟迷人~~~
1,[给力][围观][鼓掌] //@哥们儿de小馆儿:注册！注册！[酷][爱你]
0,据说要持续一礼拜[泪]//@才子1018:共同祈祷
1,有朋友说，来了@文怡美食生活馆 后，总觉得自家厨房变小了[哈哈]
1,坐的太久，站不起来了… //@黑匣子陈廖宇:神漫画！！[笑哈哈][笑哈哈][笑哈哈] //@胡淑芬:此图绝对大火。明日转发过万。 //@理想彼岸喜剧工厂: 是谁的鸟？这是关乎尊严的问题。[哈哈]
0,什么时候都漂亮。PS：口水那双鞋子。//@王妍mush4ever: 真可爱！~看她讲述时的神态和动作比事件本身更可乐~ //@秋天的小姑:[衰]哈哈哈//@恶童回廊: 哈哈哈哈哈哈哈 //@bob1984:哈哈哈哈哈哈哈//@简一: 不知道该说神码了。。。
1,[good][good][good] //@蔡国平导演:别急，苍老师为@中国茶房8六本木店 特别写了祝福哦，明天送给你们吧。 //@马剑是谁:什么时候来六本木呀？[围观][围观][围观] //@中国茶房8:谁呀？[哈哈][哈哈][哈哈][偷笑][偷笑][偷笑] //@蔡国平导演:苍老师夸@中国茶房8 菜不但好吃，服务员也漂亮哦 //@中国茶房8新
1,哈哈，绝对比老白入戏[嘻嘻]
0,什么时间？现在很热。 //@努力的小王晶:我要跟你去泰国[泪]//@会吃奶的小猫: 好美呀。什么时候休息我们去欣赏。@努力的小王晶
1,"[哈哈][哈哈][哈哈]晚安 //@赖小胖_ManUtd:Oh, Pug!"
1,曾哥回来了！列队欢迎啊！@彪悍的人不需要名字 @迷恋悠璐的燕子 @hikari1113 @zhuzhu1333 好肥美的荔枝啊！甜的不得了！谢谢曾哥的水果[嘻嘻]
1,牛油果的吃法好奇特[嘻嘻]
0,[衰]//@文三娃:根据路透的报道，军方雷达监控信息显示，飞机偏离既定航线后，有可能在民航航道 N571 和P628之间切换，经过了 Vampi --> Gival -->Igrex三个航途基准点，航向是往安达曼群岛。P628是飞跃该群岛，通往欧洲的一条航路。
1,[鼓掌][good][帅]
0,回复@董克平:我让他在请您一次@蓝色药_玩 你说呢 //@董克平:回复@三摩地帮主:什么时候？你做得了主么？那是人家张伟的地盘。 //@董克平:有事没去成，错过了和大家一起欢乐的机会。[泪]
0,什么眼神？//@创业家杂志:[晕] //@老沉:这。。。
0,"你在台上使活，我就没打扰你。没事，我在下一个路口等你！//@嘻哈包袱铺崔曙光:涛哥,你为什么不等我,为什么不让我见你最后一眼;涛哥呀,涛哥呀,哥呀,哥哥呀;你把眼睛睁开,睁开,睁开,开开[泪][泪][泪]"
0,回复@4X4硬派机器:你就不能让一个吃货假装吃着了馋某些人啊[衰][衰][衰][抓狂][抓狂][抓狂][抓狂] //@4X4硬派机器:哥，更正一下。红烧肉不是藏香猪肉，墨脱石锅鱼。鱼是尼洋河的[嘻嘻]
1,#都江堰清明放水节#放水节，好欢乐的表演，舞龙，熊猫，变脸，青城山武功，亮点图2的麻将和串串[哈哈]@青城山都江堰景区官方微博  我在这里:http://t.cn/z8AbXMt
0,这就是温说的，道德的血液充满了全身，而在当今社会，就有人会变成如此。[伤心] //@天之旷野:看得眼泪都出来了！
1,回复@YA教授:[嘻嘻][嘻嘻][嘻嘻]一起去上海伐[嘻嘻][嘻嘻][嘻嘻] //@YA教授:@小芒小忙 //@假面朵薇拉:so so so cute～[太开心]无法抵挡的蓝色
0,//@灵小希:27分，严重抑郁[汗]//@却却0: 竟然0分。。我惊呆了。。 //@从北大黄来: 竟然15分，，，已有。//@金一宁: 18分……已有抑郁 //@云歌悠悠: 22。。。嗯。。。//@风中疾走: 您的选择得分为39分。。。//@SharaLuk: 30分[衰]，可以??安眠?了。[泪]
0,@田甜__甜大?  你嗓子还疼吗？我嗓子又鼓啦！[泪][握手]
1,夏日么么[亲亲]迎接骄阳似火的夏天吧[挤眼]
1,喂食时倒是蛮像动物园的[哈哈]
0,//@导演王小帅: 急 尽量不打抗生素@杨樾杨樾 //@养红鱼要做忍者://@薛晓路: 同右！北京少修几个机场，多建几家儿童医院！ //@文章同?:同右 //@宁财神: 操！[怒][怒][怒][怒][怒]
1,"#北京事儿#【等公交不再心里没底了！手机可以预测公交到站时间[鼓掌]】今儿上午北京市交通信息中心发布""北京市实时公交""手机终端，乘客可通过软件提前了解所要乘坐的公交何时到站。首发软件收入了78条公交线路，包括1、116、300、801、901、939、运通105等，对公交到站时间预测的准确率可达85%。（转）"
1,偶尔放纵一下没事[爱你]
1,回复@太原国宏:说心里话，我同时吃的一个品级一个品牌的，比较过前后腿的口感，只要不吃到前腿有筋的那个部分，都很好吃。但是价格差了不是一点点！[嘻嘻] //@太原国宏:还必须是后腿。[哈哈]美食伴我一路前行。
1,昨晚@KellyWang-D 带我至蓝岛附近的罗曼时光（你的设计颇有心意，加油~）小小的餐厅由五星酒店和知名西餐厅的大厨烹制美食。虽在试营业，但从简餐到经典套餐到私人专属定制，一应俱全。食材和服务按五星酒店的标准执行，很有水准，关键是价格亲民。其中，果饮漂流瓶喝完后，可以把瓶子带走留念~[嘻嘻]
0,#一句话比惨# Miss Pan喜欢研究闺蜜的头发，只要发现一根分叉就大惊小怪，每次都被鄙视没见过世面，还说再这样就跟我绝交……Miss Pan要在地上写个“惨”字[泪] 详情:http://t.cn/z8aa87o
0,有人争了议了？[怒]。。。//@王少康_giant:
0,[泪] 你是哪里是伤疤就揭哪里啊//@严梓妤：哪位爱慕者连杯子都不放过？
0,祝我自己生日快乐，今儿一开机收到无数朋友的祝福，由于本人在国外，就不一一回复了，大家对号入座，感谢你们这么多年一直陪伴在我身边[害羞]，润润在这里无比感动[泪]，爱死你们了[爱你]
0,什么时候能到家？干嘛不收过路费！！！[衰]
1,有毛的区别，酒店的比较硬[哈哈][哈哈] //@苏沐尔:你这点东西带不带有毛区别，不如不带还显得你随性，带了显得.......俺就不说了
0,大多数电梯是在轿厢内按楼层按钮，而这栋高档商务楼是在电梯间墙面按楼层按钮，进入电梯后才发现，没办法，只能中途下来转乘。[抓狂]
0,@玖食龙虾餐厅 我汗 //@陈忠山1: @?晓?Lily 第二个。。。。[衰] //@实用小百科:你敢吗？[偷乐]
1,//@未满十八周岁者禁止关注: 最简单的拍出烟雾效果照片的方法，喜欢摄影的童鞋转走~[鼓掌]
0,[泪] //@夏骏://@丹青神韵: 读完唏嘘！联想颇多！先是?让子弹飞?里的县长上任，尔后是@熊培云 ?一个村庄里的中国?中关于农村土改，再联系到@简直 的小说?浮图?世界。?乡关何处?快读到篇尾处了，历史洪流中，人性缘何泯灭？！
1,中午要吃的饱，下午才有足够的体力和脑力！当然味道很重要，午餐时片刻的安静和舌尖的享受，能释放压力，把压力转换成动力！哈哈！我老婆问我是不是要把微博名字改成＂舌尖上的中国舞者＂？哈哈[嘻嘻]
1,晚上继续走起[嘻嘻] //@鲁潇霖the小号:过瘾！拉丁走起！
0,事不关己，高高挂起[衰]
0,@iglecia 今天IT激安，想起去年IT激安我两去扫货，话说去年买回来的我现在基本上都闲置了~[委屈] 好想念激安完然后去吃红豆牛奶布丁诶~[泪] 一年真快~
0,#2011新浪年会#早知道不发水我就自己买了，还带了薯片，等下要渴了，杯具[泪]
1,这两天尤其，淘宝年货大促来了个对对联抽奖，真怀疑这个活动的创意者来自百度知道。。。。。。。//@想念单眼皮妹: //@百度: [鼓掌]
1,[嘻嘻]进去你要有勇气哦//@后海的风: 我想起了酒池肉林[汗]
0,不停打雷，还让不让睡了~[泪]
0,至昂，我又不相信爱情了～哈哈～//@小小悉饭: @南瓜sama @潭间清泉 @钩子大爷 智武，志昂，乐意，你们快来看啊！ //@张大川: 请叫我治安]//@梁小猫sophie:请叫我李昂[酷]//@Mike隋:请叫我苏伟[泪]//@我是曲大美女:请叫我七雨//@Charles郭濮源: 请叫我鸽窝
1,三十n?生日真心愉快[嘻嘻][蛋糕]
0,今天下午我暴躁了下，盛怒，现在终于平静下来，还好可以吃水蜜桃和黑提来安慰自己，周末了，要开心起来！[泪][泪][晕][怒][怒][泪][泪]
1,也要支持一把[good] //@-小K妈-:[哈哈]肯定一下！//@吴奇隆: ??大家的肯定@刘诗诗 [哈哈][给力]
0,我：要一起出去看月亮吗？他：不能。牛夫人。[怒][怒][怒][怒]
0,北京好大，好堵.......上个学容易吗[泪][泪]在天上飞的那个一路平安啊，你肯定不堵.....
1,[嘻嘻] //@小白菟白呦白:相约5月底的三里屯吧。[可怜]
1,因为你足够hot[鼓掌]
1,玩转数字科技，欣赏理想座驾，喝着咖啡大家侃侃，这才是生活不是？[太开心]Audi City Beijing下一个阶段会不断推出新活动，给大家更有意思的全方位体验！
1,终于明白大禹为什么要治水了，原来是后院起火了[哈哈]
0,[泪]我想念在天堂的爸爸。 //@简单生活-胖丫:// @四海建筑装饰韩峰 : @RED岩      @简单生活-胖丫     @老马的碎碎念     @蝈蝈宁     @陶真     @雪儿-Lisa     @零度的咖啡     @饿鹰回眸   //  @james1117  :那年，我很小，父亲很年轻。
0,光看贼吃肉，没看贼挨打……太尼玛折腾，苦逼[衰][衰][衰]@潘晓肖
1,回复@停转的牧马:I was! But dat coffee!!!! [哈哈]//@停转的牧马:you look so tired[困]
1,哈哈微博可以评论咯[嘻嘻]晚安~
1,哈哈哈哈//@张震潜:// @刘光蕊 ：[哈哈] // @廖凯GT ：转发微博。
1,"[鼓掌] //@明伦书院崔治中: 据说当年仓颉造字之时“天雨粟，鬼夜哭”；说的就是中国文字背后承担的天机与大道,天怕百姓得了文字就忘记耕作了,故天下起了谷子雨,鬼知道了发明文字这件事,感动得痛哭~~所以我说,中国的文字,是解读中国文化的密码,是找回我们每个人灵性与真理的归途! @明伦书院"
1,吃过，很欢闹。[哈哈]@刘主饪 @筑成世方 @王岩52377-地产@侯宁@赖远兴@老徐时评@田培善@蒋鹏jeason@大金地@青岛龙江
1,//@李正曦Sissi:好有爱！[爱你]
1,//@招商银行:感恩节，怎么少得了你！小招为大家准备了礼物：1部HTC手机钱包，2部iPad mini，10枚迷你验钞机。关注我 + 转发本帖，即有机会获得！[嘻嘻]
1,#小编在路上# 小编刚从泥巴山10007米的超长隧道穿出来，呼～～终于见到光明啦！[嘻嘻]外面空气清冷，天空中层层云朵低垂，汽车在云里雾里中穿行，一切仿佛伸手可摘～[浮云]
1,拍得真心不错，向大家学习来了！[威武]//@沈太玲: 民间自有高手在！@京M银狐 @肖育文 @野千寻 大家也上几张图比试比试撒[嘻嘻][酷]
0,[抓狂][抓狂][抓狂][抓狂]牛逼了！！！！！
1,[抱抱]感谢您的支持！随时欢迎您来玩！[爱你][爱你][爱你]
1,开工早餐，吃饱了干活有劲儿@[嘻嘻][奥特曼]wusawusa加油！
1,一座美丽的房子里，分享一段美丽时光，一本美丽的书，[太开心]
1,王二小啊。 //@李伊琳:这大早的，给乐着了[偷笑]//@李俊: 他叫王二小//@苏湘迅: //@孙雪东:也就是这么守规矩的日本人[嘻嘻] 。//@老沉: //@龚晓跃:[哈哈]顿时不困了。//@鹦鹉史航: 这么说，伦敦奥运会的开幕式，还是没留下什么遗憾的。。 // @大松鼠酱 :带路的孩子姓王，叫二小
0,回复@海小平:看看又不要钱，别点赞就行。 //@海小平:老是手贱去看前男友微博前男友现任微博。。。看来一堆乱七八糟的负面情绪咋办？剁手吗？[怒]
1,气质是可以培养的，做个有气质的女人[抱抱]
0,9 个小时，6 个新剧目的排练，再加上旧金山的阴雨天，晚上回到家的感觉。咳呀。[抓狂] 都说芭蕾女演员受压，受痛， 忍耐程度首屈一指，但终归还是血肉之躯，忍耐度有限，也要适当爆发。。。watch out. [怒]
0,哈哈[馋嘴] 吃货光盯着虾了，[泪]都米有注意到好帅啊[爱你] //@Eloise_暖:请各找亮点。。@西贡在巴黎 @乔小? @雪莲Passepartout
1,好美啊//@顶好视觉精选: [赞][鼓掌] //@给自己的人生添点精彩:馨香漫茶园，游人醉流连。一路有歌声，两旁花流艳。
0,听台湾大雁出版基地董事长苏拾平演讲。单纯的书店正在消亡，图书只能兼营！请问音乐界朋友:专业音乐书店还能继续存在下去吗？[抓狂]
1,惊呆了![哈哈]
0,没有[泪] //@寒雨笺:必须参加！~~你中奖了么？@我是情商
0,向@海龟先生乐队 提问：求巡演来北京~~~~！！！！我想念成都了~~~~~~~~[泪][泪][泪]
0,不能说裤子紧，应该是家伙霸道！[哈哈] //@Mio张创:哈哈，小翠大爷，你裤子紧了 //@mmmontage:右四好霸气哈哈哈哈哈[威武]@马小翠 //@池磊CHILI: 哥几个真帅！可惜没我啊[泪]
1,//@刘星在嘻哈包袱铺: 嘻哈包袱铺会在明天集体表演节目，期待吧 //@第六届CCTV相声大赛:唉，明晚最后一场直播了，伤感迎面袭来！[泪]我们明天见！[亲亲]
0,无语[怒]
0,"强烈支持,艳羡ing~祝活动成功,有所收获~ [围脖] //@新安郡主于海安:啊。。。。我不在啊。。。一挑老师啊。。。啊啊啊啊啊啊 啊。。。。[泪][泪]啥时候结束？ //@汪一挑 : 回复 @Trek8000 :回老兄，启动暂定本月11号，地点是咱的老家，休宁五城 [嘻嘻]  //@Trek8000 :转发此微博:啥时，具体线路？"
1,回复@兰兰的兰兰:小编我连喝豆汁都修炼出来了！[偷乐] //@兰兰的兰兰:回复@北京姚记炒肝店-官方:[哈哈]之前真心不喜欢吃，但是这次吃了大大一碗
1,//@绝对零度16：[哈哈]
0,@非我非非我 @wo水果多 @韩旭leon //@性命海: 有新的情况第一时间@宠物中国CPC ，虽然我们不能直达现场，但有任何需要一定快速扩散！//@淡淡的水水: [泪]大家帮忙 @性命海
0,[汗][衰]一夜之间涨几十粉丝。。闹鬼了？[晕]
1,屋根里的楼梯也是一道风景线哟~[挤眼][爱你]//@屋根里汤经理桑: @北京屋根?女仆餐厅
1,回复@小鬼奥丽芙:我一个月瘦了17kg比你同事厉害哈哈 打击广告！[嘻嘻] //@小鬼奥丽芙:cv溪风 ... 我的壹?同事 . 花了三个月 [yz傻兮兮] ?了13Kg [lt阴险] 挺?害的 .. 她的日志 http://t.cn/zHtbzX5 那有相片看 [我错了]  //@cv溪风:门儿清呀！遇见会吃的行家了
0,摩卡。我觉得我这样马上要到深山农村工作三年的人更需要！[泪]
1,欢迎欢迎，这么早就来啦[爱你]
0,回复@老败:[钱] //@老败:告诉你们老板，只要相关，必定生财[偷笑] //@图书策划人红嵋:[怒] 好像很艰难 //@老败：右右边的，只要你做的书与钟汉良相关，不就可以这样了。。[偷笑] //@视觉系某棠：→_→
0,在老中医处按摩，直接痛得要晕过去[泪]，以后要11点前乖乖睡觉[泪][泪][泪]@Michael_MediaV @静默闹
1,先吃蝴蝶结//@ZNQ-左左: [可爱]先吃跟
0,是非就是这些人传得[怒] //@梁延利:转发并澄清！//@性感的包子皮: 澄清一下，医院确诊为颈椎问题引发一过性脑缺血造成瞬间意识模糊！糊说八道的可以住口了！ //@性感的包子皮:不负责任的发言！事主是我朋友，早上上班，身体不适出事！现在医院就诊！不适原因检查中！
1,[赞]期待中~~~！//@食尚小米: 好七待 ！吃个明白！吃出文化！吃出门道！必须听崔老师讲啊[嘻嘻][馋嘴]你来不，我反正去[偷笑][偷笑]
0,今晚困伐则，发则微博纪念一下[衰]
0,漂流之后头这么痛是为毛线！！[泪][泪][泪]
1,夜色，美酒[太开心]
0,开幕式的活动也会派发嘛？那大家一起来看展吧～[偷笑] //@深港双城双年展:深双君没想到方所那么给力腾了个大场子，只带了100本小黑本纪念册，小伙伴们先到先得[泪] //@深港双城双年展: @?珩_doreen @AudreySONG @董dcm @许涛grace
1,[哈哈]是啊！真幸福！
0,诶。。。 //@路人甲xc:[抓狂] //@白星跃: 毛的理论：砸烂了一个旧世界，但建了一个更烂的世界。//@xcc视野: 一个没有根的国家。[泪]
